sent_id	phrase_text	word_n	character_n
w01003051	太平洋	1	3
w01003051	的	1	1
w01003051	于	1	1
w01003051	印度洋	1	3
w01003051	的	1	1
w01003056	岛屿+花岗岩+塞舌尔+刁曼岛+和+包括	6	14
w01003056	火山岩+岛屿	2	5
w01003056	则	1	1
w01003056	圣赫勒拿岛	1	5
w01003062	的	1	1
w01003062	墨西哥+加利福尼亚州+下+小岛屿	4	13
w01003062	就	1	1
w01003062	于	1	1
w01003062	沙漠+荒岛	2	4
w01004051	进口+谷物	2	4
w01004051	自+塞西亚	2	4
w01004051	的	1	1
w01004051	着	1	1
w01004051	海峡+要道	2	4
w01004051	的	1	1
w01004051	与	1	1
w01004051	城市	1	2
w01004051	麦加拉+的+拜占廷+殖民地	4	10
w01004051	世纪+公元+前+五+的+希腊+雅典+城邦	8	13
w01004051	因+此	2	2
w01004051	着	1	1
w01004051	关键+同盟+关系	3	6
w01005020	大流士	1	3
w01005020	十分	1	2
w01005020	的	1	1
w01005020	美伽巴佐斯+司令官	2	8
w01005020	目标	1	2
w01005020	巴尔干	1	3
w01005020	的	1	1
w01005021	阿契美尼德+军队	2	7
w01005021	了	1	1
w01005021	色雷斯+希腊+的+沿海+培奥尼亚人+以及+城市	7	17
w01005022	最终	1	2
w01005022	在+约+公元+前+年+512+511+年	8	13
w01005022	国王+马其顿+阿闵塔斯+一世+了+统治+阿契美尼德+的+接受	9	22
w01005022	全国	1	2
w01005022	为	1	1
w01005022	帝国+阿契美尼德波斯+的+附庸国	4	13
w01005023	族裔+多+的+阿契美尼德+军队	5	11
w01005023	了	1	1
w01005023	许多+巴尔干人	2	6
w01005024	此外	1	2
w01005024	许多+马其顿+波斯+和+的+精英+人士	7	13
w01006027	公司+首家+电影+Athina+Film+年+于+1912+成立	9	24
w01006027	Film+Asty	2	8
w01006027	则	1	1
w01006027	于+1916+年	3	6
w01006081	的	1	1
w01006081	斯玛拉迪斯+亚尼斯	2	8
w01006081	2007+年	2	5
w01006081	成功+最+的+电影	4	6
w01006081	是	1	1
w01007004	条约+法国+摩纳哥+月+于+年+1918+7+签署	9	17
w01007004	法国	1	2
w01007004	据+此	2	2
w01007004	为+摩纳哥	2	4
w01007004	有限+的+保护	3	5
w01007035	名+一+国务+大臣	4	6
w01007035	为	1	1
w01007035	政府+首脑	2	4
w01007035	执行+机构	2	4
w01007035	并	1	1
w01007035	其	1	1
w01007035	政府+的+人+五+理事会	5	8
w01007070	其+警察+队伍	3	5
w01007070	个+一+特别+单元	4	6
w01007070	的	1	1
w01007070	和	1	1
w01007070	船只	1	2
w01007087	当前+的+土地+开垦+项目	5	9
w01007087	芳特维耶区+对+扩建+这+一+项+进行	7	13
w01008043	但	1	1
w01008043	北+英格兰+威尔士+和+之间+爱尔兰	6	13
w01008043	在+程序+和+上+法律	5	7
w01008043	重要+的+差异	3	5
w01009010	最	1	1
w01009010	广	1	1
w01009010	的	1	1
w01009010	白吉龙+分类法	2	6
w01009010	是	1	1
w01009010	气体	1	2
w01009010	质量	1	2
w01009017	分类法+气体+质量+年代+于+世纪+19+50+就+预报+在+天气+中+应用+首次+获得	16	29
w01009017	而	1	1
w01009017	气候学家	1	4
w01009017	在+1973+年	3	6
w01009017	据+此+想法	3	4
w01009017	起	1	1
w01009017	了	1	1
w01009017	气象+气候学	2	5
w01009027	是	1	1
w01009027	的+季节性	2	4
w01009027	季风+可+久+月+数+之+持续	7	9
w01009027	它	1	1
w01009027	为+地区	2	3
w01009027	雨+多+的+季节	4	5
w01010044	在	1	1
w01010044	斯拉夫人	1	4
w01010044	于+公元+六+世纪	4	6
w01010044	前	1	1
w01010044	个+多+日耳曼+部落+和+主要+的+斯拉夫+部落	9	16
w01010044	在+欧洲+民族+大迁徙+期间	5	10
w01010044	摩拉维亚	1	4
w01010045	当今+的+摩拉维亚+地区+斯洛伐克+西南+Zahorie+下部+以及+奥地利+东南部	11	32
w01010045	至+八+末+世纪	4	5
w01010045	摩拉维亚+公国	2	6
w01010046	年+公元+833+这里+为+了+大摩拉维亚国+成	8	17
w01010046	其中	1	2
w01010046	被	1	1
w01010046	的	1	1
w01010046	尼特拉+公国	2	5
w01010046	现	1	1
w01010046	为	1	1
w01010047	是	1	1
w01010047	一世	1	2
w01010047	个+第一+国王	3	5
w01010047	830-846+年	2	8
w01010048	了	1	1
w01010048	摩拉维亚	1	4
w01010048	其+Rastiz+侄子	3	9
w01010048	了	1	1
w01010048	莫伊米尔+一世+的+王位	4	9
w01010048	日耳曼+路易+并+让	4	7
w01010048	Rastiz	1	6
w01010048	后	1	1
w01010048	被	1	1
w01010048	为	1	1
w01010048	圣+St.+Rastislav+罗斯季斯拉夫	4	19
w01012052	另外	1	2
w01012052	法令	1	2
w01012052	议会+地区+各+市区+及+的+选举	7	11
w01013083	虽然	1	2
w01013083	直至+较晚+的+前+年+1918+日期	7	13
w01013083	冰岛	1	2
w01013083	仍	1	1
w01013083	于	1	1
w01013083	丹麦+的+政治+下+控制	5	8
w01013083	几乎	1	2
w01013083	丹麦语+的+元素	3	6
w01013083	但	1	1
w01013083	在+中+冰岛语	3	5
w01013083	也	1	1
w01013083	处	1	1
w01013083	之	1	1
w01013083	其	1	1
w01013096	也	1	1
w01013096	于	1	1
w01013096	芬兰语	1	3
w01013096	并	1	1
w01013096	的	1	1
w01013096	语言	1	2
w01013096	瑞典+的+托尔讷+河谷+Meänkieli+克温斯语+以及+挪威+的+Kven+芬兰语	11	33
w01013102	辅音	1	2
w01013102	被	1	1
w01013102	的	1	1
w01013102	不同+语言+历史	3	6
w01013102	是+芬兰语+方言+和+北部+萨米人+的+共同+特征	9	17
w01013102	但	1	1
w01013102	在+南部+萨米+中+方言	5	8
w01013102	则	1	1
w01013102	不	1	1
w01013102	此+特征	2	3
w01014002	区域+高加索+山脉+北部+亦+可+为+地区+内+高加索+Ciscaucasus+称	12	30
w01014002	而	1	1
w01014002	南部+区域	2	4
w01014002	可	1	1
w01014002	为	1	1
w01014002	外+高加索+Transcaucasus+地区	4	19
w01016028	整个+系统	2	4
w01016028	大气层+是+个+一+混沌+的+系统	7	11
w01016028	所以	1	2
w01016028	系统+中+部分+某+的+微小+变化	7	11
w01016028	会	1	1
w01016028	很大+影响	2	4
w01016034	在+降雨+期间	3	5
w01016034	液滴	1	2
w01016034	从+周围+的+中+空气	5	7
w01016034	并	1	1
w01016034	二氧化碳	1	4
w01016070	中国	1	2
w01016070	为+年+2008+夏季+奥运会	5	11
w01016070	的	1	1
w01016070	准备+工作	2	4
w01016070	是	1	1
w01016070	近期+天气+的+控制	4	7
w01016070	一+个	2	2
w01017004	影响+构造力+全球+板块+的+了+大裂谷+东+非+形成	10	18
w01017004	乞力马扎罗山+肯尼亚山+和+于+非+东+位	7	15
w01017004	它们	1	2
w01017004	是	1	1
w01017004	非洲	1	2
w01017004	的+最高	2	3
w01017004	两+个	2	2
w01017046	伊斯兰教	1	4
w01017046	到	1	1
w01017046	沿岸+一带	2	4
w01017046	从未	1	2
w01017046	过	1	1
w01017046	伊斯兰教	1	4
w01017046	后者+让	2	3
w01017046	但	1	1
w01017046	大部分+的+班图+人	4	7
w01017046	并	1	1
w01017046	了	1	1
w01017046	信徒+非洲+传统+宗教+的+身份	6	11
w01018019	把+喀麦隆+的+经济	4	7
w01018019	与+法国+经济	3	5
w01018019	一体+为	2	3
w01018019	资金+工人+和+熟练+投资	5	9
w01018019	基础+设施	2	4
w01018019	法国	1	2
w01018019	劳动力+系统	2	5
w01018029	与+属+法+喀麦隆	4	6
w01018029	年+1961+月+10+1+日	6	10
w01018029	前英属+南+喀麦隆	3	7
w01018029	喀麦隆+联邦+共和国	3	8
w01018101	根据+劳动部+有关+形式+恶劣+最+童工+的+研究+报导	10	19
w01018101	56%	1	3
w01018101	为	1	1
w01018101	儿童+在+岁+五+十四+至+的+中+有	9	11
w01018101	在+岁+七+十四+至+的+中+儿童	8	10
w01018101	近+53%	2	4
w01018101	于	1	1
w01018101	学+工+半+半+的+状态	6	7
w01019014	于	1	1
w01019014	北部	1	2
w01019014	的	1	1
w01019014	气候+撒海尔区+非洲+的+气候+与+沙漠+撒哈拉+的+相似	10	20
w01019014	但是	1	2
w01019014	其+极端+程度	3	5
w01019014	相对	1	2
w01019073	年+2010+月+六+月+至+八+期间	8	12
w01019073	非洲+撒海尔区	2	6
w01019073	饥荒	1	2
w01020016	于	1	1
w01020016	地中海+海岸+附近	3	7
w01020016	的	1	1
w01020016	因	1	1
w01020016	位置	1	2
w01020016	个+几+古老+文明	4	6
w01020016	均	1	1
w01020016	而	1	1
w01020016	极大+的+影响	3	5
w01020017	自	1	1
w01020017	采集+以及+海产+捕鱼	4	8
w01020017	的	1	1
w01020017	在+那些+中+时代	4	6
w01020017	它	1	1
w01020017	为+社区+个+数+的+殖民+战争+食品+乃至+贸易	10	16
w01020017	了	1	1
w01020017	通道	1	2
w01020018	由于	1	2
w01020018	地理+气候	2	4
w01020018	和+近海+情况	3	5
w01020018	的	1	1
w01020018	地中海	1	3
w01020018	为	1	1
w01020018	个+数+文明	3	4
w01020018	均	1	1
w01020018	在+某+上+程度	4	5
w01020018	历史+和+文化	3	5
w01020018	互相	1	2
w01020018	的	1	1
w01020019	地中海+的+海岸线	3	7
w01020019	其中+文明+个+两+时代+古典+的+著名+最+地中海+是+城邦+希腊+腓尼基+和+人	16	27
w01020019	两+者	2	2
w01020019	均	1	1
w01020019	大规模	1	3
w01020019	地	1	1
w01020019	殖民+活动	2	4
w01020020	后来+奥古斯塔斯+了+帝国+罗马+建立	6	14
w01020020	罗马人	1	3
w01020020	把+地中海	2	4
w01020020	海+我们+的+Mare+Nostrum+为	6	16
w01022033	的	1	1
w01022033	礁石	1	2
w01022033	起来	1	2
w01022033	是	1	1
w01022033	一+个	2	2
w01022033	Blindleia+运河	2	11
w01022033	从+南部+挪威+的+克里斯蒂安松	5	12
w01022033	利勒桑	1	3
w01022033	蜿蜒	1	2
w01022033	而	1	1
w01022055	在+中+丹麦语	3	5
w01022055	个+这+词	3	3
w01022055	可能	1	2
w01022055	也	1	1
w01022055	于	1	1
w01022055	浅礁湖	1	3
w01022092	如+峡湾	2	3
w01022092	淡水湖	1	3
w01022092	通常	1	2
w01023074	酒精类+饮品	2	5
w01023074	蜂蜜酒+bjorr酒+和+水果酒+种+一+烈性+啤酒	8	19
w01023074	这里+提供	2	4
w01023074	富人	1	2
w01023074	还	1	1
w01023074	可以	1	2
w01023074	到	1	1
w01023074	进口+葡萄酒	2	5
w01023120	无论	1	2
w01023120	规则	1	2
w01023120	是	1	1
w01023120	在+这些+中+搏斗	4	6
w01023120	通常	1	2
w01023120	会	1	1
w01023120	其中+匹+一+种马	4	6
w01025083	丹内维尔克+南部	2	7
w01025083	的	1	1
w01025083	的	1	1
w01025083	严冬+时+来临	3	5
w01025083	施莱湾+丹内维尔克+胡苏姆+和+之间+的+湿地+和+了+冻土+形成	11	23
w01025083	土地	1	2
w01025083	已	1	1
w01025083	被+德国+军队	3	5
w01025084	次+这+撤退+行动	4	6
w01025084	普+奥+联军	3	4
w01025084	感到	1	2
w01025084	因为	1	2
w01025084	几乎	1	2
w01025084	所有+丹麦+军队	3	6
w01025084	都	1	1
w01025084	成功	1	2
w01025084	了	1	1
w01025084	撤离	1	2
w01025085	重型+火炮+关键+部件	4	8
w01025085	被	1	1
w01025085	当时	1	2
w01025085	弗伦斯堡	1	4
w01025085	的	1	1
w01025085	不过+这+也+导致	4	6
w01025085	而	1	1
w01025085	关于+利用+何+为+铁路+未+被+妥善+的+疑问	10	15
w01025085	也	1	1
w01025085	一直	1	2
w01025085	是	1	1
w01025085	一+个	2	2
w01025085	历史	1	2
w01025086	的	1	1
w01025086	丹麦+大众	2	4
w01025086	十分	1	2
w01025086	丹内维尔克	1	5
w01025086	的	1	1
w01025086	消息+让	2	3
w01025086	他们+曾+认为	3	5
w01025086	梅塞+将军	2	4
w01025086	也	1	1
w01025086	被	1	1
w01025086	随即	1	2
w01025086	被	1	1
w01025086	指挥权	1	3
w01025087	自+以后+此	3	4
w01025087	丹内维尔克	1	5
w01025087	便	1	1
w01025087	德国	1	2
w01026024	上+多瑙河	2	4
w01026024	的	1	1
w01026024	1987+年	2	5
w01026024	货物+数量	2	4
w01026024	至	1	1
w01026024	约+一亿+吨	3	4
w01026037	奇莉娅湾+Chiliaarm+左岸	3	15
w01026037	区域+角洲+多瑙河+三+的+大部分+于+图尔恰郡+罗马尼亚+位	10	22
w01026037	而	1	1
w01026037	其+北部+区域	3	5
w01026037	于	1	1
w01026037	乌克兰+敖德萨州+境内	3	9
w01027007	气候+这里+的+非常+干燥	5	9
w01027007	偶尔	1	2
w01027007	甚至	1	2
w01027007	会	1	1
w01027007	人	1	1
w01027007	误	1	1
w01027007	个+这+平原	3	4
w01027007	是	1	1
w01027007	撒哈拉+的+沙漠	3	6
w01027007	一	1	1
w01027015	它+与+西部+国家+个+这+的+不同+之+处	10	13
w01027015	于	1	1
w01027015	其+主要+的+地形+特点	5	8
w01027015	与+海岸+区域	3	5
w01027015	不	1	1
w01027035	温带	1	2
w01027035	阿尔及利亚+北部	2	7
w01027035	温和+的+地中海+气候	4	8
w01028004	最	1	1
w01028004	的	1	1
w01028004	最终	1	2
w01028004	密西西比河	1	5
w01028004	的	1	1
w01028004	就是	1	2
w01028050	矛盾+的+核心+问题	4	7
w01028050	于	1	1
w01028050	堪萨斯州	1	4
w01028050	以+自由州+奴隶制州+还是+的+身份	6	13
w01028050	联邦	1	2
w01028069	全国+对于+事件+堪萨斯州+的+反应	6	13
w01028069	了	1	1
w01028069	国家+个+这+的+分化+现象	6	9
w01028069	是	1	1
w01028069	多么	1	2
w01029015	叶子	1	2
w01029015	的	1	1
w01029015	从+黄绿色	2	4
w01029015	蓝绿色	1	3
w01029015	方面+在+颜色+是+多样+的+绿色	7	11
w01029049	美+全+的+印第安人	4	7
w01029049	都	1	1
w01029049	其	1	1
w01029049	为	1	1
w01029049	主要+的+医学+治疗+方法	5	9
w01029083	于	1	1
w01029083	欧洲+乌克兰+和+西北部	4	9
w01029083	的	1	1
w01029083	基督+教堂	2	4
w01029083	通常	1	2
w01029083	在+主日+棕枝+的+上+庆典	6	9
w01029083	柳枝	1	2
w01029083	棕榈叶	1	3
w01030092	阿尔卑斯+山脉	2	6
w01030092	为+欧洲+低海拔+地区	4	8
w01030092	了	1	1
w01030092	灌溉水+条件+和+饮用水	4	9
w01030092	水力	1	2
w01030092	的	1	1
w01030093	虽然	1	2
w01030093	此+区域	2	3
w01030093	只	1	1
w01030093	地表+欧洲+的+11%	4	8
w01030093	但	1	1
w01030093	阿尔卑斯+山脉	2	6
w01030093	为+欧洲+低海拔+地区	4	8
w01030093	特别+地区+在+干旱+月份+和+夏季+是	8	13
w01030093	了	1	1
w01030093	水+资源	2	3
w01030093	90%	1	3
w01030093	的	1	1
w01030094	在+如+米兰+等+中+城市	6	8
w01030094	80%+的+供水	3	6
w01030094	自	1	1
w01030094	于	1	1
w01030094	阿尔卑斯山+的+径流	3	8
w01030095	了	1	1
w01030095	河流+的+水+资源	4	6
w01030095	超过+座+500+水电站	4	9
w01030095	可	1	1
w01030095	电力	1	2
w01030095	2900+千瓦	2	6
w01030095	的	1	1
w01030096	均	1	1
w01030096	自+瑞士	2	3
w01030096	河流+欧洲+的+主要+莱茵河+罗讷河+茵河+提契诺河+宝河+和+例如	11	24
w01030096	所有+河流	2	4
w01030096	均	1	1
w01030096	源头	1	2
w01030096	自	1	1
w01030096	阿尔卑斯+山脉	2	6
w01031003	对+火山+的+研究+学习	5	8
w01031003	可	1	1
w01031003	为	1	1
w01031003	volcanology+火山学	2	14
w01031003	有时	1	2
w01031003	也	1	1
w01031003	可以	1	2
w01031003	为	1	1
w01031003	vulcanology	1	11
w01031015	因	1	1
w01031015	矽+含量	2	3
w01031015	一般	1	2
w01031015	地表	1	2
w01031015	岩浆+一般+而+较为+粘稠	5	9
w01031015	因+此	2	2
w01031015	它	1	1
w01031015	而是	1	2
w01031015	在+深处	2	3
w01031034	一般	1	2
w01031034	它们	1	2
w01031034	也	1	1
w01031034	不会	1	2
w01031034	灾难性+的+爆炸	3	6
w01032139	全球	1	2
w01032139	已经	1	2
w01032139	模式+雨季+的+改变	4	7
w01033022	它	1	1
w01033022	个+一+小型+环礁湖	4	7
w01033022	但是	1	2
w01033022	已经	1	2
w01033025	这里	1	2
w01033025	于+1975+年	3	6
w01033025	被	1	1
w01033025	为	1	1
w01033025	野生+动物+保护区	3	7
w01033061	岛屿+个+这+的+调查+考察+与+工作	8	12
w01033061	正	1	1
w01033061	在	1	1
w01033067	活动+这些+定居+年+约+在+公元+前+1000+可能+就+已+开始	13	22
w01033067	东部+当时+的+美拉尼西亚人	4	11
w01033067	在	1	1
w01033067	往北	1	2
w01034023	印第安纳+和+肯塔基	3	8
w01034023	在+生活+家庭+其+期间	5	8
w01034023	林肯+托马斯	2	5
w01034023	曾经	1	2
w01034023	过	1	1
w01034023	木工+家具+木匠+和+农民	5	9
w01035079	个+一+地区	3	4
w01035079	自然+灾害	2	4
w01035079	时	1	1
w01035079	的	1	1
w01035079	破坏+栖息地+的+极大+地+了+脆弱性+增加	8	15
w01035079	干旱+失收+作物+传播+疾病+污染+和+水+资源+洪水	10	18
w01035080	管理	1	2
w01035080	的	1	1
w01035080	另+一+方面	3	4
w01035080	健康+生态+系统	3	6
w01035080	将	1	1
w01035080	能	1	1
w01035080	事件+这些+的+发生率	4	8
w01035080	或	1	1
w01035080	至少	1	2
w01035080	能	1	1
w01035080	不利+影响	2	4
w01035081	农业+用地	2	4
w01035081	上+实际	2	3
w01035081	可能	1	2
w01035081	会	1	1
w01035081	因为+地貌+周边+的+破坏	5	9
w01035081	而	1	1
w01035082	全球+农业+用地	3	6
w01035082	约+40%	2	4
w01035082	年+在+过去+的+五十+中+破坏+附近+农业+用地+的+栖息地+已+导致	14	23
w01035082	主要+的+原因	3	5
w01035082	土地+盐渍化+压紧+土地+枯竭+养分+污染+城镇化+和+侵蚀	10	21
w01035083	栖息地+被+后+破坏	4	7
w01035083	人类	1	2
w01035083	也	1	1
w01035083	会	1	1
w01035083	直接	1	2
w01035083	自然+栖息地	2	5
w01036044	新几内亚+巴布亚	2	7
w01036044	经常	1	2
w01036044	被	1	1
w01036044	为	1	1
w01036044	地方	1	2
w01036044	全球+性别+暴力	3	6
w01036044	可能	1	2
w01036044	最	1	1
w01036044	的	1	1
w01036077	这些+植物+科属	3	6
w01036077	依然	1	2
w01036077	于	1	1
w01036077	新几内亚+巴布亚	2	7
w01037024	在+大洲+七+的+中+模型	6	8
w01037024	北+美洲+和+南+美洲	5	7
w01037024	被	1	1
w01037024	为	1	1
w01037024	个+两+大陆	3	4
w01037024	的	1	1
w01037080	大西洋	1	3
w01037080	哥伦布+克里斯托弗	2	8
w01037080	于+1492+年	3	6
w01037080	了	1	1
w01037080	西+印度+群岛	3	5
w01037080	了	1	1
w01037080	热潮期	1	3
w01037080	欧洲人	1	3
w01037080	美洲	1	2
w01037080	的	1	1
w01038009	由于	1	2
w01038009	地点	1	2
w01038009	交通	1	2
w01038009	通常	1	2
w01038009	这些	1	2
w01038009	十分	1	2
w01038016	的	1	1
w01038016	企业+不同+的+私营+土地+拥有	6	11
w01038016	总共	1	2
w01038016	该州+的+百分之一	3	7
w01038022	阿拉斯加	1	4
w01038022	仅	1	1
w01038022	的	1	1
w01038022	冬季+白天+平均+最高+温度	5	10
w01038022	于	1	1
w01038022	冰点	1	2
w01038022	的	1	1
w01038022	这	1	1
w01038022	是	1	1
w01038022	一+个	2	2
w01038044	在	1	1
w01038044	欧洲人	1	3
w01038044	这	1	1
w01038044	之前	1	2
w01038044	民族+个+数+本地+了+年+数千+生活	8	12
w01038044	阿拉斯加	1	4
w01039032	这里	1	2
w01039032	他们	1	2
w01039032	就是	1	2
w01039032	了	1	1
w01039032	艘+一+独木舟	3	5
w01039032	地区+该+澳洲+原住民	4	8
w01039032	的	1	1
w01039058	着	1	1
w01039058	布里斯班+的+发展	3	7
w01039058	状况+河流+至+状况+糟糕+最+的+恶化	8	13
w01039058	情况	1	2
w01039058	露天+的+下+污水池+和+水道	6	10
w01039065	布里斯班+大市长	2	7
w01039065	的	1	1
w01039065	Atkinson+Sallyanne	2	17
w01039065	1987+年	2	5
w01039065	是	1	1
w01039065	河流	1	2
w01040100	在+干旱+地区	3	5
w01040100	的	1	1
w01040100	沙尘暴+是+自然+事件	4	8
w01040100	这些+土地	2	4
w01040100	植被+的+保护	3	5
w01040101	沙漠+边缘	2	4
w01040101	沙尘暴	1	3
w01040101	通常	1	2
w01040101	而	1	1
w01040101	里+沙漠	2	3
w01040101	因为	1	2
w01040101	那里+微小+更+的+尘埃	5	8
w01040101	都	1	1
w01040101	已	1	1
w01040101	被	1	1
w01040102	着	1	1
w01040102	风+的+稳定+吹拂	4	6
w01040102	于	1	1
w01040102	裸露+地表	2	4
w01040102	的	1	1
w01040102	细微+颗粒	2	4
w01040103	当	1	1
w01040103	风速	1	2
w01040103	后	1	1
w01040103	某些+颗粒	2	4
w01040103	被	1	1
w01040103	中+气流	2	3
w01040104	当	1	1
w01040104	它们	1	2
w01040104	地面	1	2
w01040104	后	1	1
w01040104	会	1	1
w01040104	其他+颗粒	2	4
w01040104	可能	1	2
w01040104	它们	1	2
w01040104	并	1	1
w01040104	将+其	2	2
w01040104	空中	1	2
w01040104	连锁+反应	2	4
w01041046	但+城镇化+泰国+的+也+了+激增+问题+的+导致	10	16
w01041046	肥胖	1	2
w01042055	雷暴	1	2
w01042055	较为	1	2
w01042055	城市	1	2
w01042055	每年	1	2
w01042055	雷暴+报告	2	4
w01042055	的	1	1
w01042055	因为	1	2
w01042055	天数	1	2
w01042055	仅	1	1
w01042055	为	1	1
w01042055	七	1	1
w01043027	到+1340+年	3	6
w01043027	开罗+人口	2	4
w01043027	已	1	1
w01043027	将	1	1
w01043027	五十万	1	3
w01043027	之	1	1
w01043027	为	1	1
w01043027	中国+西边+最大+的+城市	5	9
w01043065	同时	1	2
w01043065	对+河+尼罗+的+额外+控制	6	9
w01043065	了	1	1
w01043065	杰济拉岛+一带+和+城市+海滨+的+发展	7	14
w01044010	内华达州+的+产业+输出	4	9
w01044010	矿业+加工业+机械+印刷+出版+与+加工+食品+设备+和+电子+旅游业	12	24
w01045002	该+地区	2	3
w01045002	15+末+世纪	3	5
w01045002	与+欧洲人	2	4
w01045002	的	1	1
w01045002	名字+加勒比海+的+加勒比人+从+而+来	7	14
w01045002	加勒比人	1	4
w01045002	是	1	1
w01045002	主要	1	2
w01045002	美洲	1	2
w01045002	土著	1	2
w01045003	于+1492+年	3	6
w01045003	了	1	1
w01045003	美洲	1	2
w01045003	之后	1	2
w01045003	Antillas+西班牙词	2	12
w01045003	来	1	1
w01045003	片+这+土地	3	4
w01045003	克里斯托弗+哥伦布+的+是	4	10
w01045003	因+此	2	2
w01045003	在+各种+欧洲+中+语言	5	8
w01045003	of+the+Antilles+Sea	4	16
w01045003	为	1	1
w01045003	了	1	1
w01045003	加勒比海+代名词	2	7
w01045003	它们	1	2
w01045003	的	1	1
w01045004	在+世纪+头个+的+中+发展	6	9
w01045004	西班牙+对+地区+该+的+控制	6	10
w01045004	不	1	1
w01045004	争议	1	2
w01045005	加勒比海+区域	2	6
w01045005	的	1	1
w01045005	南海	1	2
w01045005	即	1	1
w01045005	巴拿马+地峡+的+南边	4	8
w01045005	与+北海	2	3
w01045005	世纪+自+16+起+欧洲人+了+发现	7	12
